Time [s],Channel 0,Channel 1
0.833441530,0,0
0.837453300,0,1
0.838786960,1,1
0.842880660,1,0
0.844043960,0,0
0.848728920,0,1
0.849490770,1,1
0.852997180,1,0
0.853424040,0,0
0.857323110,0,1
0.858912140,1,1
0.862708590,1,0
0.864137220,0,0
0.867336110,0,1
0.869432420,1,1
0.872826890,1,0
0.874932330,0,0
0.877154060,0,1
0.879208280,1,1
0.882542430,1,0
0.884304690,0,0
0.888063150,0,1
0.888546930,1,1
0.892144540,1,0
0.895022360,0,0
0.897656190,0,1
0.900373070,1,1
0.901923840,1,0
0.904486450,0,0
0.907880000,0,1
0.908504070,1,1
0.912187080,1,0
0.913733900,0,0
0.918464230,0,1
0.919187280,1,1
0.922126090,1,0
0.924532870,0,0
0.927713070,0,1
0.928735050,1,1
0.931969410,1,0
0.933810570,0,0
0.937280220,0,1
0.939172180,1,1
0.942904890,1,0
0.945547170,0,0
0.947507410,0,1
0.949554700,1,1
0.952910420,1,0
0.954800200,0,0
0.957298280,0,1
0.960179800,1,1
0.962502450,1,0
0.964358520,0,0
0.966839950,0,1
0.969532340,1,1
0.972364440,1,0
0.973460720,0,0
0.977866570,0,1
0.979111060,1,1
0.982148420,1,0
0.984388880,0,0
0.987649590,0,1
0.988542410,1,1
0.992995940,1,0
0.993600180,0,0
0.997146620,0,1
0.999031840,1,1
1.002540300,1,0
1.004309370,0,0
1.007396910,0,1
1.009666180,1,1
1.012891500,1,0
1.013635480,0,0
1.017286540,0,1
1.018967650,1,1
1.022525720,1,0
1.024111900,0,0
1.027316750,0,1
1.029787550,1,1
1.033932360,1,0
1.036162640,0,0
1.038266170,0,1
1.039146770,1,1
1.042667990,1,0
1.044378460,0,0
1.047028470,0,1
1.049581010,1,1
1.052550200,1,0
1.053502080,0,0
1.058265820,0,1
1.058790140,1,1
1.062458990,1,0
1.064149220,0,0
1.067942670,0,1
1.068477350,1,1
1.072243750,1,0
1.073728080,0,0
1.077774120,0,1
1.079006860,1,1
1.082036200,1,0
1.084311960,0,0
1.087659270,0,1
1.089496120,1,1
1.092909480,1,0
1.093620550,0,0
1.097265350,0,1
1.099062870,1,1
1.102702330,1,0
1.104298160,0,0
1.107523740,0,1
1.109815010,1,1
1.112960260,1,0
1.113746860,0,0
1.117325350,0,1
1.119052520,1,1
1.122755070,1,0
1.124360930,0,0
1.127339180,0,1
1.130890150,1,1
1.132868640,1,0
1.135017010,0,0
1.137208920,0,1
1.139302310,1,1
1.142624030,1,0
1.144396970,0,0
1.147331120,0,1
1.148646930,1,1
1.152796960,1,0
1.154942810,0,0
1.157113760,0,1
1.160307110,1,1
1.162514460,1,0
1.164250930,0,0
1.167997780,0,1
1.168419910,1,1
1.172267800,1,0
1.173689770,0,0
1.177796430,0,1
1.179189100,1,1
1.181883620,1,0
1.184475020,0,0
1.187796530,0,1
1.188497420,1,1
1.191867160,1,0
1.193797900,0,0
1.197375040,0,1
1.200073030,1,1
1.201980290,1,0
1.205464550,0,0
1.207551370,0,1
1.209478930,1,1
1.213529230,0,1
1.217937900,0,0
1.220115080,1,0
1.222382420,1,1
1.224246690,0,1
1.227876880,0,0
1.229579400,1,0
1.232237700,1,1
1.233505980,0,1
1.237828790,0,0
1.238884100,1,0
1.242164130,1,1
1.244069840,0,1
1.247517000,0,0
1.249496820,1,0
1.252857370,1,1
1.253617580,0,1
1.257075040,0,0
1.259159090,1,0
1.262561620,1,1
1.264276700,0,1
1.267783830,0,0
1.268553440,1,0
1.272412140,1,1
1.273762820,0,1
1.277995190,0,0
1.279325020,1,0
1.282313940,1,1
1.284425840,0,1
1.287520650,0,0
1.289596040,1,0
1.293262240,1,1
1.293523550,0,1
1.297502790,0,0
1.298872970,1,0
1.303007380,1,1
1.304227500,0,1
1.307516410,0,0
1.309583610,1,0
1.312998630,1,1
1.313515570,0,1
1.317275820,0,0
1.318822350,1,0
1.322742800,1,1
1.324304940,0,1
1.328280620,0,0
1.329783050,1,0
1.332643630,1,1
1.333858270,0,1
1.338032800,0,0
1.339253020,1,0
1.342181200,1,1
1.344355220,0,1
1.347612440,0,0
1.348564110,1,0
1.353134820,1,1
1.354935990,0,1
1.357409400,0,0
1.360298140,1,0
1.363014720,1,1
1.364223980,0,1
1.367508080,0,0
1.368375290,1,0
1.373033280,1,1
1.373493800,0,1
1.377288970,0,0
1.378976460,1,0
1.382802870,1,1
1.384093390,0,1
1.387616580,0,0
1.389379010,1,0
1.393147660,1,1
1.393450990,0,1
1.397226810,0,0
1.398861080,1,0
1.402769410,1,1
1.404246460,0,1
1.407631910,0,0
1.409967390,1,0
1.413134660,1,1
1.415257720,0,1
1.417375690,0,0
1.419271510,1,0
1.422861390,1,1
1.424498840,0,1
1.427410250,0,0
1.429728190,1,0
1.432877440,1,1
1.434841650,0,1
1.438269640,0,0
1.438963400,1,0
1.442606390,1,1
1.444256110,0,1
1.448043740,0,0
1.449546980,1,0
1.452203480,1,1
1.453615000,0,1
1.457619270,0,0
1.459130840,1,0
1.463492980,1,1
1.464204150,0,1
1.467559730,0,0
1.469580500,1,0
1.473063220,1,1
1.474865750,0,1
1.477317930,0,0
1.480127880,1,0
1.482904840,1,1
1.484273300,0,1
1.487400750,0,0
1.488272260,1,0
1.492916900,1,1
1.493416310,0,1
1.497158390,0,0
1.499008020,1,0
1.502613110,1,1
1.504267490,0,1
1.507847630,0,0
1.509556330,1,0
1.512185740,1,1
1.513645260,0,1
1.517627160,0,0
1.519205200,1,0
1.522528700,1,1
1.524300740,0,1
1.527986510,0,0
1.528532430,1,0
1.532163670,1,1
1.534866580,0,1
1.537602490,0,0
1.540149130,1,0
1.543408280,1,1
1.544141370,0,1
1.547756730,0,0
1.549218420,1,0
1.553273400,1,1
1.553415130,0,1
1.557331030,0,0
1.558865330,1,0
1.563279220,1,1
1.564085690,0,1
1.567661760,0,0
1.569343570,1,0
1.573154450,1,1
1.575557590,0,1
1.577227190,0,0
1.579581270,1,0
1.582942540,1,1
1.584687490,0,1
1.587488370,0,0
1.589972530,1,0
1.593001600,1,1
1.595061090,0,1
1.597265730,0,0
1.600262650,1,0
1.602758720,1,1
1.604243390,0,1
1.608309160,0,0
1.609551960,1,0
1.612661310,1,1
1.613461730,0,1
1.617888400,0,0
1.618906280,1,0
1.622218460,1,1
1.624200380,0,1
1.627628860,0,0
1.629372440,1,0
1.633144680,1,1
1.634640370,0,1
1.637409560,0,0
1.638798030,1,0
1.642947200,1,1
1.644076670,0,1
1.647464360,0,0
1.649324640,1,0
1.652974930,1,1
1.653764020,0,1
1.657223200,0,0
1.659192950,1,0
1.662760100,1,1
1.664273090,0,1
1.667299090,0,0
1.669466630,1,0
1.672786540,1,1
1.674866620,0,1
1.677057550,0,0
1.678984610,1,0
1.682550080,1,1
1.684276030,0,1
1.687969760,0,0
1.689465070,1,0
1.692331270,1,1
1.693545800,0,1
1.697690400,0,0
1.698966870,1,0
1.703172190,1,1
1.704349690,0,1
1.707560780,0,0
1.709667720,1,0
1.713046790,1,1
1.713593030,0,1
1.717276040,0,0
1.718959350,1,0
1.722851700,1,1
1.724222650,0,1
1.727376130,0,0
1.729540660,1,0
1.732894540,1,1
1.733641090,0,1
1.738264150,0,0
1.739175190,1,0
1.742569320,1,1
1.744267200,0,1
1.748009430,0,0
1.748483480,1,0
1.752377170,1,1
1.753747850,0,1
1.757607940,0,0
1.759164510,1,0
1.763469820,1,1
1.764456150,0,1
1.767771480,0,0
1.768470210,1,0
1.773325300,1,1
1.773687660,0,1
1.777624230,0,0
1.778988280,1,0
1.783392820,1,1
1.787703220,1,0
1.788085240,0,0
1.789919050,1,0
1.793114840,1,1
1.793850220,0,1
1.797378770,0,0
1.799009320,1,0
1.802856410,1,1
1.804266300,0,1
1.807338310,0,0
1.809512570,1,0
1.813022890,1,1
1.813451970,0,1
1.817238330,0,0
1.818951640,1,0
1.822726220,1,1
1.824302650,0,1
1.828129620,0,0
1.829657120,1,0
1.832487600,1,1
1.833571590,0,1
1.837982430,0,0
1.838923520,1,0
1.842124200,1,1
1.844161430,0,1
1.847784240,0,0
1.849391020,1,0
1.853308450,1,1
1.854638890,0,1
1.857382590,0,0
1.859028030,1,0
1.863036870,1,1
1.864171060,0,1
1.869035910,0,0
1.869499600,1,0
1.873408150,1,1
1.873435130,0,1
1.877654660,0,0
1.878743610,1,0
1.883362380,1,1
1.884109620,0,1
1.887645430,0,0
1.889370330,1,0
1.893147850,1,1
1.893495060,0,1
1.897405180,0,0
1.898793670,1,0
1.902916050,1,1
1.904081110,0,1
1.907789110,0,0
1.909329590,1,0
1.912258420,1,1
1.914851890,0,1
1.917851480,0,0
1.918953590,1,0
1.922703510,1,1
1.924138030,0,1
1.928166520,0,0
1.929483510,1,0
1.932530340,1,1
1.933411410,0,1
1.937996360,0,0
1.938730260,1,0
1.942352920,1,1
1.944817730,0,1
1.947796290,0,0
1.950172020,1,0
1.953273690,1,1
1.954075090,0,1
1.957342070,0,0
1.958817040,1,0
1.963323250,1,1
1.964258150,0,1
1.967640870,0,0
1.969451120,1,0
1.973151680,1,1
1.973593920,0,1
1.977420290,0,0
1.978985040,1,0
1.982929090,1,1
1.984321740,0,1
1.987447750,0,0
1.989553930,1,0
1.992919200,1,1
1.993736890,0,1
1.997150940,0,0
1.998957580,1,0
2.002589520,1,1
2.004135510,0,1
2.007991160,0,0
2.009343510,1,0
2.012341590,1,1
2.014632220,0,1
2.017694260,0,0
2.019004610,1,0
2.023452120,1,1
2.024216470,0,1
2.027724450,0,0
2.029675560,1,0
2.032137050,1,1
2.033819320,0,1
2.037554550,0,0
2.039328290,1,0
2.043214560,1,1
2.044617330,0,1
2.048179820,0,0
2.048655030,1,0
2.052743650,1,1
2.053914840,0,1
2.057033060,0,0
2.059100870,1,0
2.062537040,1,1
2.064558390,0,1
2.067968520,0,0
2.068719860,1,0
2.072412930,1,1
2.073808220,0,1
2.077902000,0,0
2.078974690,1,0
2.082237420,1,1
2.084409480,0,1
2.087643270,0,0
2.089371090,1,0
2.093400920,1,1
2.094833530,0,1
2.097663530,0,0
2.099022220,1,0
2.103365920,1,1
2.104119650,0,1
2.107671100,0,0
2.110021640,1,0
2.113141610,1,1
2.115244290,0,1
2.117486860,0,0
2.119444550,1,0
2.123386090,0,0
2.123982130,0,1
2.128223560,0,0
2.128719920,1,0
2.132522600,1,1
2.133815520,0,1
2.137986430,0,0
2.140184010,1,0
2.143522440,1,1
2.144353440,0,1
2.148379490,1,1
2.148919250,1,0
2.153609120,0,0
2.154367490,0,1
2.158680770,0,0
2.158926060,1,0
2.162998900,1,1
2.165092990,0,1
2.167519950,0,0
2.169518590,1,0
2.173060760,1,1
2.173740330,0,1
2.177307740,0,0
2.179102770,1,0
2.183035990,1,1
2.184245670,0,1
2.187694730,0,0
2.189436090,1,0
2.193159320,1,1
2.194670710,0,1
2.197405670,0,0
2.198995240,1,0
2.202940010,1,1
2.204226900,0,1
2.207429570,0,0
2.209540860,1,0
2.212891280,1,1
2.213455720,0,1
2.219097610,1,1
2.221470900,1,0
2.223687270,1,1
2.224186920,0,1
2.227944580,0,0
2.229396420,1,0
2.232302180,1,1
2.234842140,0,1
2.237693440,0,0
2.238992860,1,0
2.243394130,1,1
2.244153630,0,1
2.247692110,0,0
2.249348040,1,0
2.253186170,1,1
2.254904690,0,1
2.257386440,0,0
2.259052860,1,0
2.263860610,1,1
2.264307110,0,1
2.268128320,0,0
2.269582550,1,0
2.273575110,1,1
2.273664850,0,1
2.277989200,0,0
2.279003590,1,0
2.282270200,1,1
2.284234050,0,1
2.288773040,0,0
2.289631470,1,0
2.293556730,0,0
2.294116350,0,1
2.298359100,0,0
2.298956810,1,0
2.302624370,1,1
2.304314510,0,1
2.307972380,0,0
2.308512190,1,0
2.312299360,1,1
2.313566050,0,1
2.317695700,0,0
2.319146430,1,0
2.323341710,1,1
2.324252980,0,1
2.327635010,0,0
2.329443170,1,0
2.333101590,1,1
2.334699500,0,1
2.337315110,0,0
2.338973020,1,0
2.342889090,1,1
2.344309970,0,1
2.347400150,0,0
2.349561960,1,0
2.352908060,1,1
2.353474630,0,1
2.357182090,0,0
2.358824780,1,0
2.362752620,1,1
2.364075920,0,1
2.367289740,0,0
2.369399390,1,0
2.372992280,1,1
2.373453610,0,1
2.377259210,0,0
2.378833100,1,0
2.382804530,1,1
2.384111800,0,1
2.387321050,0,0
2.389297760,1,0
2.392831480,1,1
2.394864090,0,1
2.398246660,0,0
2.398933190,1,0
2.402550070,1,1
2.404162030,0,1
2.407765670,0,0
2.409472660,1,0
2.412150870,1,1
2.414731470,0,1
2.417592290,0,0
2.419091970,1,0
2.423524850,1,1
2.424166220,0,1
2.427805460,0,0
2.429591330,1,0
2.433323880,1,1
2.433626560,0,1
2.437391140,0,0
2.438885320,1,0
2.443335820,1,1
2.444291030,0,1
2.447682740,0,0
2.449500580,1,0
2.453156820,1,1
2.453610430,0,1
2.457402040,0,0
2.458975010,1,0
2.462938300,1,1
2.464243940,0,1
2.467449470,0,0
2.469548280,1,0
2.472878130,1,1
2.473462860,0,1
2.478294910,0,0
2.478751750,1,0
2.482643940,1,1
2.483995470,0,1
2.487875540,0,0
2.489291450,1,0
2.492229050,1,1
2.494877440,0,1
2.497763210,0,0
2.499236540,1,0
2.502088890,1,1
2.504588740,0,1
2.507543740,0,0
2.508615020,1,0
2.513254070,1,1
2.513700500,0,1
2.517331840,0,0
2.518961370,1,0
2.523415770,1,1
2.527757860,1,0
2.528074240,0,0
2.529944220,1,0
2.533260500,1,1
2.533859730,0,1
2.537537940,0,0
2.539183890,1,0
2.543475610,1,1
2.544413590,0,1
2.547810870,0,0
2.549587790,1,0
2.552097190,1,1
2.553509460,0,1
2.557457620,0,0
2.558928890,1,0
2.564226740,0,0
2.569586050,1,0
2.570074200,1,1
2.573493380,0,1
2.574469640,0,0
2.578991040,1,0
2.579998540,1,1
2.584315840,0,1
2.584737390,0,0
2.588548470,1,0
2.590248630,1,1
2.593647830,0,1
2.594499630,0,0
2.599124980,1,0
2.599796830,1,1
2.604161420,0,1
2.605163350,0,0
2.609350090,1,0
2.609572390,1,1
2.613428430,0,1
2.614787400,0,0
2.618922090,1,0
2.619579290,1,1
2.624942300,1,0
2.625196310,0,0
2.629318470,0,1
2.629509320,1,1
2.633616190,0,1
2.634525950,0,0
2.639171360,1,0
2.639331360,1,1
2.644269890,0,1
2.644807440,0,0
2.648487060,1,0
2.650267540,1,1
2.654544750,1,0
2.654941030,0,0
2.660059370,0,1
2.663022760,1,1
2.664115370,1,0
2.664618770,0,0
2.668629710,1,0
2.669635650,1,1
2.673897540,0,1
2.675405540,0,0
2.679216310,1,0
2.679779550,1,1
2.684309380,0,1
2.685024490,0,0
2.689348360,0,1
2.689479150,1,1
2.693414770,0,1
2.694749730,0,0
2.698769770,1,0
2.699563140,1,1
2.704362180,0,1
2.704788720,0,0
2.709136920,0,1
2.709527010,1,1
2.714659840,1,0
2.714831760,0,0
2.719537830,0,1
2.720731080,1,1
2.723502140,0,1
2.725002340,0,0
2.728810610,1,0
2.729351670,1,1
2.734029290,0,1
2.734786350,0,0
2.739189340,1,0
2.739402230,1,1
2.744278450,0,1
2.744856110,0,0
2.749456670,1,0
2.751572380,1,1
2.754789280,0,1
2.756958500,0,0
2.758951040,1,0
2.760152650,1,1
2.764115440,0,1
2.764437660,0,0
2.769510850,1,0
2.770034920,1,1
2.773424810,0,1
2.774085540,0,0
2.778776650,1,0
2.779629220,1,1
2.784125630,0,1
2.785089790,0,0
2.789433160,1,0
2.789682260,1,1
2.794706660,0,1
2.795294520,0,0
2.799721190,0,1
2.799836460,1,1
2.804947290,0,1
2.805120990,0,0
2.809463950,0,1
2.810117680,1,1
2.814208470,0,1
2.814870760,0,0
2.819380300,1,0
2.819461930,1,1
2.824483540,0,1
2.824855210,0,0
2.829803740,1,0
2.830331190,1,1
2.834395080,1,0
2.835028930,0,0
2.839062770,1,0
2.839879000,1,1
2.844173580,0,1
2.844187730,0,0
2.849614650,1,0
2.850019140,1,1
2.854081300,1,0
2.854826870,0,0
2.858972220,1,0
2.859592500,1,1
2.864126510,0,1
2.865056000,0,0
2.869410230,0,1
2.869544440,1,1
2.873662410,0,1
2.874932300,0,0
2.878982040,1,0
2.879724160,1,1
2.884122530,0,1
2.885158960,0,0
2.889315550,0,1
2.889337180,1,1
2.893511190,0,1
2.895515960,0,0
2.898936940,1,0
2.900962480,1,1
2.904190550,1,0
2.904233950,0,0
2.909563800,1,0
2.910829310,1,1
2.913478830,0,1
2.916324310,0,0
2.918807090,1,0
2.920777920,1,1
2.924200470,0,1
2.924395040,0,0
2.929543460,1,0
2.929997600,1,1
2.933665410,0,1
2.934306970,0,0
2.938965780,1,0
2.940129480,1,1
2.944206830,0,1
2.945133600,0,0
2.949473190,1,0
2.949523240,1,1
2.954843150,0,1
2.955053550,0,0
2.959126820,1,0
2.959584810,1,1
2.964379910,0,1
2.965004890,0,0
2.969339360,0,1
2.969733040,1,1
2.973646540,0,1
2.974765500,0,0
2.979054700,1,0
2.979363000,1,1
2.984142280,0,1
2.984768640,0,0
2.989130130,0,1
2.989329720,1,1
2.993447820,0,1
2.994581580,0,0
2.998834460,1,0
2.999542780,1,1
3.004344660,0,1
3.004972520,0,0
3.009153800,0,1
3.009663900,1,1
3.013757520,0,1
3.014791540,0,0
3.018993870,1,0
3.019382300,1,1
3.024293690,0,1
3.024894390,0,0
3.029616700,1,0
3.030392400,1,1
3.034666380,1,0
3.034850230,0,0
3.039275550,1,0
3.040209360,1,1
3.044281650,1,0
3.044366280,0,0
3.048586320,1,0
3.050056890,1,1
3.053836690,0,1
3.054124320,0,0
3.059187660,1,0
3.059617060,1,1
3.064539860,0,1
3.065058710,0,0
3.068595560,1,0
3.069429220,1,1
3.073833790,0,1
3.075003710,0,0
3.079167690,1,0
3.079749000,1,1
3.084414660,0,1
3.085175320,0,0
3.089332710,0,1
3.089596840,1,1
3.093521080,0,1
3.094766280,0,0
3.099612930,0,1
3.099990230,1,1
3.104037990,0,1
3.105003640,0,0
3.109163310,0,1
3.109393090,1,1
3.114571280,1,0
3.114669580,0,0
3.118983230,1,0
3.119380210,1,1
3.124293820,0,1
3.124881710,0,0
3.129653290,1,0
3.130352530,1,1
3.133577560,0,1
3.134383650,0,0
3.138935680,1,0
3.139886890,1,1
3.144166580,0,1
3.144195190,0,0
3.149519020,1,0
3.149845740,1,1
3.153571990,0,1
3.154101800,0,0
3.159039450,1,0
3.159597300,1,1
3.164452040,0,1
3.165024790,0,0
3.168472740,1,0
3.169300620,1,1
3.173574790,0,1
3.174663410,0,0
3.179247660,1,0
3.180118200,1,1
3.183585750,0,1
3.184430270,0,0
3.188963360,1,0
3.190084820,1,1
3.194056000,0,1
3.194378680,0,0
3.199227540,1,0
3.199809480,1,1
3.204342650,0,1
3.205174050,0,0
3.209513450,1,0
3.209518840,1,1
3.213448180,0,1
3.218869270,1,1
3.219795820,1,0
3.224164590,0,0
3.225417800,0,1
3.229530320,1,1
3.229902520,1,0
3.233935130,0,0
3.235507850,0,1
3.239289270,1,1
3.239805480,1,0
3.244607810,0,0
3.245306530,0,1
3.248644230,1,1
3.249585490,1,0
3.253861960,0,0
3.255328020,0,1
3.259196550,1,1
3.259598110,1,0
3.264482470,0,0
3.265073230,0,1
3.268512830,1,1
3.270510150,1,0
3.273734130,0,0
3.274846530,0,1
3.279185540,1,1
3.280567930,1,0
3.284470880,0,0
3.284907110,0,1
3.288675880,1,1
3.290297740,1,0
3.293966710,0,0
3.294647440,0,1
3.299147960,1,1
3.300178900,1,0
3.304458700,0,0
3.304533990,0,1
3.308593840,1,1
3.309942760,1,0
3.313745190,0,0
3.315503490,0,1
3.319184000,1,1
3.319768620,1,0
3.324286980,0,0
3.325265260,0,1
3.328475020,1,1
3.329519990,1,0
3.333530810,0,0
3.334814130,0,1
3.338875180,1,1
3.340321270,1,0
3.344224090,0,0
3.345160550,0,1
3.349604990,1,1
3.350439760,1,0
3.353592820,0,0
3.355342580,0,1
3.358969350,1,1
3.360816320,1,0
3.364281980,0,0
3.365088710,0,1
3.369565520,1,1
3.370596630,1,0
3.373662230,0,0
3.374906110,0,1
3.378972280,1,1
3.380415080,1,0
3.384203030,0,0
3.384889510,0,1
3.389496930,1,1
3.390282380,1,0
3.394832520,0,0
3.395788240,0,1
3.398999230,1,1
3.399860860,1,0
3.404216420,0,0
3.405418220,0,1
3.408523540,1,1
3.409775040,1,0
3.413707370,0,0
3.415747130,0,1
3.419053750,1,1
3.420044840,1,0
3.424150350,0,0
3.424737090,0,1
3.429319290,1,1
3.430218540,1,0
3.433295150,0,0
3.436031700,0,1
3.438629260,1,1
3.440311040,1,0
3.443728880,0,0
3.444746500,0,1
3.449058240,1,1
3.450178440,1,0
3.454265710,0,0
3.454531070,0,1
3.459743790,1,1
3.459944750,1,0
3.463881670,0,0
3.465420480,0,1
3.469064800,1,1
3.470812040,1,0
3.474428010,0,0
3.477260880,0,1
3.478941980,1,1
3.480413220,1,0
3.484268500,0,0
3.484909830,0,1
3.489626220,1,1
3.490309180,1,0
3.493541530,0,0
3.495819880,0,1
3.498846360,1,1
